news article	Fluency	Conciseness	Descriptiveness	Novelty	Completeness	Referencing	Formality	Richness	Attractiveness	Technicality	Popularity	Subjectivity	Positive Emotion	Negative Emotion	Quality
LOS ANGELES (TheWrap.com) - Wrath of the Titans writer David Leslie Johnson is joining forces with producers Roy Lee and John Middleton of Vertigo Entertainment and Warner Bros. Pictures on the action-adventure fantasy film Chainmail a spokeswoman for the studio told TheWrap on Tuesday.Johnson wrote the screenplay as part of a blind script-writing deal with Warner Bros. The project is now out to directors. Vertigo has a three-year first-look deal with the studio. Jon Berg is overseeing for Warner Bros.Lee who co-produced such films as The Departed The Ring and The Grudge has a number of high-profile films on the go. He is a producer on Lego: The Piece of Resistance Godzilla and Hidden which is wrapping in Vancouver as well as a remake of the South Korean film Old Boy which begins filming shortly.Vertigo also recently partnered on the film The Voices a psychological thriller to be directed by Marjane Satrapi (Persepolis).Wrath of the Titans was released by Warner Bros. Johnsons other writing credits include the Warner Bros. releases Red Riding Hood which was directed by Catherine Hardwicke and Orphan.Chainmail is the name of an obscure game created in part by the Dungeons & Dragons designer Gary Gygax in 1971. It was the basis of one of the worlds greatest role playing games.	2	2	2	2	2	2	1	2	2	1	2	1	1	1	2
LOS ANGELES (TheWrap.com) - Submissions for the Academys Best Documentary Feature award have now closed and a change in rules means the field of nominees could have a very different look this yearBear in mind it probably wont be different enough to include the years top-grossing doc 2016 Obamas America - though itd be the very definition of irony if that conservative film made the cut since the new rules that could alter the Oscar doc landscape were spearheaded by Documentary Branch governor and famous liberal Michael Moore.Under new rules proposed by Moore and passed by the branch and the Board of Governors last year more members will be eligible to vote for the docs in the nominating process - and when their votes are tallied it will be done using the preferential system which often awards love-it-or-hate-it movies rather than the safer consensus favorites that prospered under the old system.It could mean that the Academy will find room for more of the pop-culture or social docs that were often overlooked under the old system in favor of straightforward issue-oriented films movies like Searching for Sugar Man Paul Williams Still Alive Wish Me Away Marley Jiro Dreams of Sushi The Iran Job and The Queen of Versailles might find it easier to get the needed support than they would have last year.And Samsara the wordless and narrative-free doc that has done surprisingly well at the box office seems tailor-made for the new rules - its a thoroughly unconventional doc that could well be dismissed by a small committee but might win enough passionate adherents in a larger body of voters.Its also hard to imagine that harder-hitting docs that were overlooked in past years - Werner Herzogs Into the Abyss and Steve James The Interrupters among them - wouldnt be able to garner enough support to at least move to the 15-film shortlist under the new system.As to whether the new process will help 2012s three top-grossing docs 2016 Obamas America Chimpanzee and Katy Perry: Part of Me - well that seems far-fetched new system or not.Nature films like Chimpanzee havent been a typical part of the lineup for decades concert films almost never get in and while the anti-Obama movie has played well to conservative audiences (not exactly the Academys constituency) few have accused it of being a quality piece of cinema.We wont know how it all plays out until January when the nominations are announced or November when the shortlist is revealed. But while the initial reaction to the new rules was focused on the requirement that qualifying films receive a review in the New York Times or the Los Angeles Times the controversy over that rule was something of a red herring.In the long run opening up the pool of voters and moving to the preferential count will likely have a bigger impact on the films that are nominated.Heres how the major change works:In the past the first round of voting for the doc awards was in the hands of small screening committees. These groups of volunteers from the branch would received a randomly-selected batch of DVDs and would give each film a numerical score the films with the 15 highest scores would move on to a shortlist.Moore said that the committees could contain as few as five members placing the fate of each film in the hands of an inordinately small number of members.The new system does away with the committees and the scoring system. Instead all members of the branch about 150 will receive screeners of all the eligible films (prepared and sent out at Academy expense) and will simply vote for their five favorites.That brings the voting in line with most other Oscar categories - which also means that ballots in the category will be counted using the preferential system a complicated process that sorts ballots by the film listed first and then redistributes them round-by-round until only five films remain.The preferential system places heavy weight on a voters first choice and makes it far better to be passionately loved by a minority of voters than mildly liked by a majority. A film that is ranked first on only 10 of the ballots will automatically make the 15-film shortlist while a movie ranked third or fourth on 50 ballots may well be left off the list.That means the emphasis could shift from the consensus films that prospered under the averaged-score system to more daring and divisive films that can do well under the preferential process.As for what films might end up on the shortlist a few titles stand out: Kirby Dicks devastating rape-in-the-military doc The Invisible War Lee Hirschs powerful Bully Amy Bergs West of Memphis (which will have to face the hurdle of having a film on the same subject Paradise Lost 3 nominated last year) Alex Gibneys Catholic Church expose Mea Maxima Culpa David Frances AIDS doc How to Survive a Plague Eugene Jareckis drug-war doc The House We Live In and Malik Bendjellouls tremendously entertaining Searching for Sugar Man.2012 docs that have grossed more than $1 million at the box office in addition to Sugar Man Bully Marley and Obamas America include Lauren Greenfields keenly-observed tale of excess among the super-rich The Queen of Versailles and the Disney nature doc Chimpanzee. (The former is a more likely nominee than the latter.)Director Steve James whose Hoop Dreams was snubbed two decades ago leading to a previous overhaul of the doc system and whose 2011 film The Interrupters caused an outcry last year when it was left off the shortlist is back with Head Games about sports-related concussions.Other possibilities include Ai Weiwei: Never Sorry Beauty Is Embarrassing The Central Park Five Chasing Ice Detropia Escape Fire Ethel The Gatekeepers The Imposter Last Call at the Oasis The Law in These Parts One Day on Earth The Waiting Room and the Keanu Reeves-produced Side by Side a series of conversations about the future of film in the digital age.But its hard to determine which films have qualified many of the most acclaimed docs have screened on the film-festival circuit which itself does not give a film the one-week Los Angeles and New York runs required to qualify.Last years field consisted of more than 100 documentaries. This years which is expected to be slightly smaller under tightened qualifying rules will be set by the number of films that submitted their paperwork by the end of the day on Monday and completed their qualifying runs by the end of the year.By mid-November when the shortlist is revealed we should know if Michael Moores new rules have changed the look of the Oscar doc landscape. And Moore should know if by making the process more democratic he also opened the door for a filmmaker on the opposite side of the political spectrum.But hes probably not losing any sleep over it.	2	2	4	3	4	4	3	2	2	4	3	2	2	2	3
MOSCOW (AP) � A glamorous Russian TV host who has emerged as a face of anti-Kremlin protests has won an unlikely victory in her battle against the government by seeing the return of nearly $2 million seized by authorities.Russian investigators seized the cash during a search of Ksenia Sobchaks apartment in Moscow in June. Sobchak said she was keeping the money at home because she didnt trust Russian banks.The authorities action was widely seen as part of a crackdown on dissent that followed President Vladimir Putins inauguration to a third term in May. Sobchak is the only daughter of St. Petersburgs late mayor who was Putins boss in the 1990s.Russias top Investigative Committee said Thursday it sent the money back to Sobchak after seeing no evidence of tax dodging.	2	3	3	3	2	2	2	2	2	1	2	2	2	2	2
Storing media in the cloud isn�t for everyone. For those who like keeping their files within reach on their smartphones and tablets the need for high-capacity storage is a must. While most people will feel 64GB of storage on a smartphone or tablet is overkill there will always be users who need more. Samsung (005930) announced this week that it has already begun mass producing �the industry�s highest density 128GB embedded NAND storage.� The chips are capable of reading data at 140MB/s and writing data at 50MB/s. �With 128GB of the new embedded memory storage mobile handsets and tablet PCs can store up to 15 full HD 8GB equivalent video files.� Samsung didn�t announce any new smartphones that will utilize the new 128GB chips yet but it�s safe to say they will probably show up in a future revision of the Galaxy S smartphones or iPhone.ReadGet more from BGR.com: Follow us on Twitter Facebook	3	3	3	3	2	2	2	2	2	4	2	2	1	1	2
PARIS (Reuters) - Sanofi said on Tuesday it could cut around 900 jobs in France by 2015 fewer than the 2500 layoffs predicted by trade unions as part of the companys planned reshuffle of its research operations.The French drugmaker plans to achieve the cuts through early retirements mobility proposals and repositioning in France it said in a statement.No relocation of sites or any change to the number of industrial sites is planned in France Sanofi said.(Reporting by Elena Berton Editing by James Regan)	2	2	3	3	2	3	3	3	2	2	2	2	1	2	2
PARIS (Reuters) - Sanofis experimental diabetes treatment Lyxumia can slow down the rate at which food passes and can reduce blood sugar levels after a meal when given in combination with other diabetes drugs the drugmaker said in a statement on Tuesday.The data from late-stage studies was presented at the European Association for the Study of Diabetes (EASD) congress in Berlin.(Reporting by Elena Berton Editing by James Regan)	1	2	2	2	2	2	1	1	1	2	2	1	1	1	2
British health authorities have alerted the U.N. of a new respiratory virus in a severely ill patient from Qatar.The man was sickened by a coronavirus which causes most common colds but also causes SARS or severe acute respiratory syndrome. In 2003 SARS killed hundreds of people mostly in Asia in a short-lived outbreak.Britains Health Protection Agency said in a statement late Sunday that the 49-year-old patient had recently traveled to Saudi Arabia.The U.N. health agency says virus samples from the patient were almost identical to those of a 60-year-old Saudi national who died earlier this year.The World Health Organization says it is trying to determine the public health implications of the two cases but isnt currently recommending travel restrictions.	3	3	3	4	2	3	2	2	4	2	4	1	1	3	3
A SARS-related virus has killed one man this year and recently made another ill prompting the World Health Organization to issue a global alert about the disease.A 49-year-old man from Qatar is being treated in London for a new coronavirus and Time reported that earlier this year a patient from Saudi Arabia died of a virus that was extremely similar. Those two cases have scientists wondering if the virus could be spreading in the Middle East.Coronaviruses affect the upper respiratory tract and some also take hold in the gastrointestinal tract and the lower respiratory tract. While coronaviruses make up some cases of the common cold they�re also responsible for more virulent infections such as SARS or severe acute respiratory syndrome.MORE: Contagion: How a Virus Changes the World (Video)A SARS outbreak in 2003 caused 774 deaths and 8098 cases of illness around the world WHO reports which is why the organization is keeping a close eye on this small outbreak.According to the WHO report the Qatari man was healthy prior to becoming ill and had traveled to Saudi Arabia before showing symptoms on September 3rd. He was admitted to an intensive care unit in Doha Qatar on September 7th and four days later was airlifted to London. The man has acute respiratory syndrome with kidney failure.A UK lab test confirmed that his illness was caused by a new coronavirus and WHO is collecting more information to see how much of a public health risk the two cases pose. In the meantime no travel restrictions are recommended. The Hajj pilgrimage which brings millions to Mecca is scheduled for late October.MORE: FDA Announces This Years Flu VaccineSymptoms of SARS according to the Centers for Disease Control and Prevention start with a high fever and may advance to headache body aches and mild respiratory problems. Most cases progress to pneumonia and there is no vaccine.The virus spreads due to close human-to-human contact via coughing and sneezing but also can be picked up from touching a contaminated surface and could be spread through the air.The Associated Press quoted WHO spokesman Gregory Hartl on the outbreak as saying �Its still (in the) very early days. At the moment we have two sporadic cases and there are still a lot of holes to be filled in.�Michael Osterholm a flu expert at the University of Minnesota  told AP that it�s important to verify how many mild and severe cases are out there: �We dont know if this is going to turn into another SARS or if it will disappear into nothing� he said.How worried are you about another SARS epidemic? Let us know in the comments.Related Stories on TakePart:� Monkeys Cured of Ebola With Antibody Cocktail� Study Uncovers Alarming Worldwide Rates of Drug-Resistant TB� Germ Airways Youre Cleared for Takeoff: The U.S. Airports Most Likely to Spread PandemicsJeannine Stein a California native wrote about health for the Los Angeles Times. In her pursuit of a healthy lifestyle she has taken countless fitness classes hiked in Nepal and has gotten in a boxing ring. Email Jeannine | TakePart.com	4	4	4	3	3	2	4	3	4	2	3	1	1	3	4
A new TV ad in Florida harkens back to the notorious �death panel� falsehood. It wrongly claims Medicare benefits could be �rationed� and seniors denied treatment by the new health care law. In fact the law specifically forbids rationing or restriction of benefits.American Crossroads a super PAC launched with the help of Karl Rove adviser to President George W. Bush attacks Democratic Sen. Bill Nelson in the ad which features a gloomy gray-colored hospital bed with the word �rationed� in red capital letters resting on top of it. The ad�s announcer says: �This is where seniors could find out their Medicare benefits have been rationed or don�t cover their treatments.�The ad goes on to blame the so-called �rationing� on a board charged with recommending ways to slow the growth in Medicare spending. It says this �unelected board� would �decide what gets covered here� showing a hospital room again.But the law doesn�t establish any kind of board that would make decisions on what care seniors get as they�re waiting in hospital beds or anywhere else. The ad reminds us of long-ago-debunked claims from former Alaska Gov. Sarah Palin who first claimed the law would establish �death panels� that would decide who gets health care and who doesn�t. Palin pointed to a provision that said Medicare would pay for voluntary counseling sessions for seniors to discuss end-of-life planning with health care professionals. She later pointed to the �unelected board� referenced in the American Crossroads ad.But the board the Independent Payment Advisory Board cannot by law �ration� care or determine which treatments Medicare covers. In fact the IPAB is limited in what it can do to curb the growth of Medicare spending.It can�t restrict benefits or eligibility increase premiums or taxes or �ration� health care according to the Affordable Care Act.Patient Protection and Affordable Care Act page 490: The proposal shall not include any recommendation to ration health care raise revenues or Medicare beneficiary premiums under section 1818 1818A or 1839 increase Medicare beneficiary costsharing (including deductibles coinsurance and copayments) or otherwise restrict benefits or modify eligibility criteria.The Kaiser Family Foundation analysis said that the IPAB would be effectively restricted to finding savings from �Medicare Advantage the Part D prescription drug program skilled nursing facility home health dialysis ambulance and ambulatory surgical center services and durable medical equipment.�The 15-member IPAB would make recommendations for cutting spending that could only be overridden with a three-fifths majority of both houses of Congress or Congress could institute its own reductions of an equal amount to what the IPAB puts forth. So the ad gets a point for correctly saying the board�s recommendations �could go into effect without congressional approval.� But that�s about the only bit of fact in yet another example of Mediscare in this election cycle.The American Crossroads ad also calls the 15 members of the board �unelected bureaucrats.� But as we�ve pointed out many times the law says the members must include national health care experts physicians and other health care professionals economists and representatives of consumers and seniors. They�ll be appointed by the president with the �advice and consent of the Senate.�The ad cites a July 13 2011 article in The Hill newspaper as the source of its �rationed� claim. But The Hill�s article that day on the IPAB simply says that Republicans were claiming that the board would �ration care.� The headline: �GOP aims for focused IPAB attack.�An attack on the health care law wouldn�t be complete without the misleading claim that it�s �cutting Medicare spending by $700 billion.� That�s a $700 billion reduction in the growth of spending over 10 years and if it happens a necessary step to prolong the solvency of Medicare Part A which covers payments to hospitals.The ad wraps up its attack on Nelson by saying he �cast the deciding vote for Obamacare.� Nelson did vote for the bill � but he wasn�t any more critical to its passage than any other senator. And this isn�t the first time his vote has been given extra and unwarranted significance. The conservative 60 Plus Association said Nelson cast �a deciding vote� in an ad that was launched in June. As we said then it was another Nelson Sen. Ben Nelson of Nebraska who was one of the last Democrats to say he�d vote for the bill. Sen. Bill Nelson has pointed that out on his Facebook page.� Lori Robertson	3	4	2	4	3	4	3	4	3	2	3	3	2	2	3
Since when did the signatures of todays celebrity athletes become worse than your local physicians scrawl on a prescription slip?Yes I know some now put their uniform number under their scribble. Have the constant paparazzi-like autograph-stalking fans caused players to rebel by putting a bumpy line with a number as their autograph? Is it the chicken scratch on the ball that fans seek or is it just being able to say I was there?This spring while with the Phillies in camp I asked the clubhouse guy to get me some famous Phillies on balls for my charity auction. I must sign thousands every year for charity. Its funny how you get tired of the same requests over and over until you need one.Anyway I get 10 signed balls given to me in a box that I bring home. A few weeks later Im doing inventory on some items I have gotten for the auction and I open the box of balls and I cant read any of the signatures. I study and study hoping to see a curve or a clue that would lead me to the name.I asked my wife if she recognized any. None. I made out Roy Halladay Jim Thome and Jimmy Rollins. A couple had the number � thank you Chase Utley Ryan Howard Cliff Lee and Hunter Pence. That was a great clue at least for me but what about the person who buys it at the auction and may not know the numbers?Signatures became valuable on collectible items back in the 1980s. At least thats my recollection. The autograph itself has been a cherished item for as long as I can remember. I stood next to the players field entrance at Crosley Field in Cincinnati as a kid in the 60s one night hoping to get Willie Mays. No such luck.I have signatures I value not because they are worth money but because of how they were given to me.As a kid my grandmother was on a plane with Jack Nicklaus Arnold Palmer and Gary Player. How that happened I dont know but she brought me all three of their names on business cards. The first says Best Wishes Gary Player. The next says Good Luck Mike Jack Nicklaus. The next is To Mike Best Wishes Arnold Palmer. All say Sept 11 62 which I believe my grandmother wrote in the corner.I was 12 years old in 1962. Im looking at these cards now I know all these men personally have played golf with them I know Players and Nicklaus kids. I was given the autographs 50 years ago of these famous golfers and I still have them. I can read them. You could read them. Thats when an autograph was just that � a memory an experience something to look at that reminds you of good times.I remember signing my first autograph in 1970. It was after the first game of the College World Series with Ohio University. We beat Southern California and as we were boarding the bus a little kid had a ball and we all signed it. I thought it was the greatest thing putting my signature on a baseball. The first of a zillion every one of which can be recognized.As most all of us who have taken advantage of our signatures having value I have profited immensely from the memorabilia industry. Quite honestly it has kept many of us from having to find a job after our careers ended and for that we are thankful.My signatures value has never changed over the years. Sure I know there is a class system in the industry certain signatures retain value and others dont. In my case one reason it has retained value is its neat and you can read it. It is legible shows respect and looks as though I put some effort into the process of creating a collectible item.Im not in the class of Andre Dawson or the late Harmon Killebrew. Their signatures are artwork. Their slow methodical signing technique shows immense respect for their names and the items on which they appear.Whats the point? The point is this generation and its athletes have allowed the autograph phenomenon to assimilate into a game of sorts. Who will be where and when and what scam do seekers need to run to take advantage of the moment? Its a game the fans and players play every day. Collectors using small children and pretty girlfriends to get sellable merchandise hiding out at various locations with briefcases planning their attack just to get a scribble.No longer a handshake smile and a short conversation and the personalized autograph that seals the memory. Now you get a scribble. And for some reason fans accept it as normal.So I got my dozen balls for the charity auction. I was excited that those guys scribbled for me but I had to put some sort of sign next to each ball so people would know who signed them.Am I off base here thinking that there is some link to ones level of respect for his signature as it relates to his respect for where it might be displayed? Or has the environment hardened the players to the point of not caring either way?Dont be surprised if the future of those famous athletes autographs is simply their uniform number. Why not? At least you can read it. And it suffices for proof that the fan and the athlete shared space. Actually I think a stamp makes more sense. Think about it conversations arent part of it handshakes either why not a legible stamp? Bop bop bop � think how many more can be done in the same time albeit the value of each one would certainly drop.Probably too much to ask for a wholesale change in attitude from both sides. As if the players will sign neat and speak to the fans while signing and fans and collectors will respect the players right to privacy in certain areas and not stalk them near hotels and airports.Autograph utopia: Neat signatures kind words handshakes no pushing or shoving quality opposed to quantity. Any chance?Me I just want to know which Phillies signed those balls.	5	4	3	4	5	3	3	4	3	2	4	3	3	2	4
NAIROBI (Reuters) - A Kenyan junior minister was charged in court on Thursday with hate speech and inciting violence after calling on members of a tribe to leave a neighborhood in the capital Nairobi.Ferdinand Waititu is the second minister to be charged with inciting violence in two weeks raising fears some politicians are still bent on stoking unrest for political gain ahead of a March presidential election.The prosecution told the court the assistant minister for water had said words calculated to bring violence to members of the Maasai community living and working in Kayole a densely-populated neighborhood in his Nairobi constituency of Embakasi.Waititu told the Maasai to leave the area on Monday after Maasai guards battered a street boy to death. He said: We do not want to see members of the Maasai in Kayole from today according to the prosecution.Two people were killed in fighting that broke out after Waititus comments. Police are investigating whether the violence was linked to his remarks.Waititu was suspended from ministerial duties until the court case was concluded President Mwai Kibakis office said in a statement.Next years vote will be the first since the International Criminal Court launched cases against four Kenyans including two presidential contenders in the 2013 election over accusations they masterminded tribal violence that killed more than 1200 people following a disputed 2007 poll.Elections have traditionally been flashpoints of unrest in a country where political allegiances tend to be based on tribal loyalties rather than political ideology.Many Kenyans are wary of repeat clashes next year and a reconciliation body set up after the last bout of post-election violence has urged politicians to refrain from making inflammatory remarks.Mzalendo Kibunjia who chairs the National Cohesion and Integration Commission in Kenya said he hoped the judicial case against Waititu would deter other politicians from stoking unrest.Everybody who wants to campaign on those tired old terrible politics there will be no room for you. You had better learn new tricks of political mobilization he told Reuters.Waititu a political ally of deputy Prime Minister Uhuru Kenyatta who is one of the four facing crimes against humanity charges at the International Criminal Court was remanded in custody until the court decided whether to grant bail.APOLOGYWaititu from Kenyas Kikuyu group apologized for his remarks which he called a slip of the tongue but failed to stop the prosecutor pressing charges a move broadly supported by a public tired with politicians showing little regard for the law.Earlier this month President Mwai Kibaki sacked Assistant Livestock Minister Dhadho Godana who was accused of inciting violence in a dispute over land and water in Kenyas coastal region in which over 100 people have been killed.Godana pleaded not guilty and was released on bail.Waititu who is running for governor of Nairobi was bound to lose his position as assistant minister under the terms of a new constitution enacted in 2010.The constitution requires ministers to resign when they are charged with serious crimes a measure designed to end decades of impunity.(Editing by Richard Lough and Andrew Heavens)	4	3	3	3	3	3	2	3	3	2	3	1	1	2	3
KENT Ohio (Reuters) - The presidential jet Air Force One was forced Wednesday to abort an initial landing in Toledo Ohio due to fog and rain and passengers including the president had a bumpy ride.The plane ferrying President Barack Obama to election campaign events in Ohio took two attempts to land while those aboard were shaken by turbulence.White House Press Secretary Jay Carney after consulting with the planes crew told journalists travelling with the president that weather was the cause.The plane landed safely on the second attempt and there were no injuries.(Reporting By Lisa Lambert Editing by Cynthia Osterman)	2	2	3	3	2	2	2	2	2	1	2	1	1	1	2
Its been 30 years since Aileen Quinn won over the worlds heart playing the title role in the big screen version of Annie.The 41-year-old actress stopped by Access Hollywood Live on Tuesday to help celebrate the movies 30th anniversary Blu-ray release.PLAY IT NOW: Annie Sing-Along: Access Hollywood Live Guests Break Into SongAt just 9 years old Aileen beat out 8000 other little girls hoping to land the role.It was over about a year period and they just kept dwindling it down and down and down until it became nine and then the screen test with Albert Finney [brought us ] down to three she told Billy Bush and Kit Hoover recalling the tough process of the landing the role of the plucky redheaded orphan.VIEW THE PHOTOS: Access Top 10: Hottest �80s RebootsWhat a great actor to work with she said of Albert who played Daddy Warbucks.Aileen - who had starred in the chorus of the Broadway musical of Annie - said she didnt have one of Annies trademark features.Im not [a redhead.] Ive gone lighter in California with the sunshine. Im a brunette she explained.VIEW THE PHOTOS: Former Child StarsDuring Aileens audition process she and her mother were both convinced that the part was going to another young actress.I thought I lost the part the day that I actually got it she told Billy and Kit recalling a meeting with director John Huston. He asked me questions about my family and my life... [and]I left the audition and my mom said Well lets go get some McDonalds or Burger King. You lost that one. That was the day he said he knew [I was right for the role after] talking to me.VIEW THE PHOTOS: 80�s Film FlashbackHe was looking for a strength but also an innocence she said of the director.The actress credits her parents for keeping her grounded at the height of her stardom.Luckily Ive had really good parenting. Im very fortunate that both my parents were very normal very down to earth she explained. So when I came back from filming I still had to do my chores still had to do the dishes and everything else.Aileen went on to study at Drew University and is now a professor. She also starred in the national Broadway tour of Fiddler on the Roof in 1994.Annie 30th anniversary Blu-ray is in stores now.-- Jesse SperoCopyright 2012 by NBC Universal Inc. All rights reserved.This material may not be published broadcast rewritten or redistributed.	3	4	4	4	4	3	3	3	4	1	3	2	3	1	4
WASHINGTON (AP) � On its last day in session before the election the Senate tied itself in knots over 41 polar bear carcasses that hunters want to bring home from Canada as big game trophies.After punting tough decisions on far weightier issues like raising taxes and cutting spending Majority Leader Harry Reid D-Nev. insisted that the Senate address the wide-ranging sportsmens bill before voting on must-pass legislation to prevent the government from shutting down at the end of next week.Republicans resisted for a while Friday contending the only reason Reid wanted the vote now on the bill long sought by hunters and sport fishermen was to benefit Democratic incumbent Jon Tester s re-election prospects in a tossup race in Montana that could determine which party runs the Senate next year.This isnt a campaign studio Its the Senate Minority Leader Mitch McConnell R-Ky. complained on the Senate floor Friday. Weve got responsibilities to meet. Lets meet them. And leave the politics out of it for once.The House had passed a similar bill in April that was co-sponsored by Rep. Denny Rehberg Testers Republican opponent in the Montana Senate race. In the end Tester would get only a test vote as the Senate yet again punted another issue until after the election.Testers bill combines 19 measures favorable to outdoorsmen. In addition to dealing with the polar bear hides it would allow more hunting and fishing on federal lands let bow hunters cross federal land where hunting isnt allowed encourage federal land agencies to cooperate with state and local authorities to maintain shooting ranges exclude ammunition and tackle from federal environmental laws that regulate lead boost fish populations and protect animal habitat.Tester suggested that Fridays compromise allowing for a test vote but delaying a final one exemplifies why Congress has such a poor approval rating from voters.That might take some of the politics out of it and if we ever made a decision here without politics it would be an earth shattering day Tester said. This bill right here is a prime example of what is wrong in Washington D.C. � its being held up for no reason whatsoever.The polar bear provision would allow the 41 hunters �including two in Montana � who killed polar bears in Canada just before a 2008 ban on polar bear trophy imports took effect to bring the bears bodies across the border. The hunters involved were not able to bring the trophies home before the Fish and Wildlife Services listed them as a threatened species.Tester said it would just allow a few people who have polar bear trophies stored in Canada to finally bring them home. These polar bears are dead they are in cold storage and we know exactly who they are he said.Michael Markarian of The Humane Society of the United States criticized the measure. The cumulative impacts of incentivizing this killing over and over again are contrary to American conservation law he said.	3	3	3	4	4	4	3	4	2	3	2	3	3	3	3
LONDON (Reuters) - More than three decades after The Shining was first published the sequel to Stephen Kings classic horror novel is finally coming out next year.Doctor Sleep is due for publication on September 24 2013 the U.S. author said on his website.The original book was published in 1977 and its success helped establish Kings fame as a horror novelist.Scribner and Hodder & Stoughton have established September 24 2013 as the official first publication date for Doctor Sleep a sequel to The Shining King said on his website.In 1980 The Shining was adapted into a film directed by Stanley Kubrick and starring Jack Nicholson in the role of Jack Torrance the troubled writer who moves his wife and psychic son Danny to the isolated Overlook Hotel in the Colorado mountains.In the sequel Dan Torrance no longer a boy but a middle-aged man is still haunted by his fathers legacy and the horrific childhood year he spent at the Overlook Hotel according to a synopsis of the book posted on the website.He uses his gift - the shining - to comfort the dying in a New Hampshire town but his life is upset when he meets a 12-year-old girl who also has the shining and whom he must save from a tribe of murderous paranormals the website said.King has written some 50 novels including Carrie The Dead Zone and Misery.(Writing by Alessandra Rizzo editing by Paul Casciato)	3	3	3	3	3	2	2	3	3	1	2	1	1	1	3
BELGRADE Serbia (AP) � A Serbian court on Thursday acquitted the prime suspect charged with setting fire to the U.S. Embassy in Belgrade in 2008 but convicted him of the lesser offense of stealing property from the building and sentenced him to a year in prison.A Belgrade high court judge said there was no evidence that Milan Zivanovic 24 took part in the burning of the embassy when Serb rioters stormed it on Feb. 21 2008 in anger over Washingtons support for the statehood of Kosovo the predominantly ethnic Albanian province that had declared independence from Serbia.But the judge said Zivanovic a university student took part in the stealing of a leather jacket and gloves that belonged to an embassy employee. One assailant was killed in the fire set by the attackers.Apparently unhappy with the verdict the U.S. Embassy in Belgrade said in a statement that it will continue to monitor the course of appeals in this case especially on the more serious charge of which the defendant was acquitted by the court.  It said: We stress that it is important to pursue justice against all those including those in authority who ordered or otherwise supported this egregious violation.Zivanovics lawyer Bane Janev said he is satisfied with the verdict claiming his client was driven to attack the embassy by a strong sense of patriotism.The attackers mostly soccer hooligans threw stones and flares at the embassy building breaking windows and setting it on fire. The extremists also attacked other Western embassies in the Serbian capital.The incident caused tensions in U.S.-Serbia relations and triggered calls by American officials to bring to justice more perpetrators of the attack. Serbian authorities earlier this year charged another 14 people for the violence.Serbia lost control over Kosovo after a 1998-99 war but has refused to recognize its independence. About 10000 people died during the conflict which ended after NATO bombed Serbia to force it to stop the bloodshed.	4	4	4	4	3	2	3	3	3	2	3	1	1	2	3
Despite a drop in the number of validated physical child abuse cases in the U.S. there�s been a slight increase in serious injuries due to child abuse. If the numbers don�t match up what�s going on?The findings published online in a study in the journal Pediatrics worry some that the discrepancy may reflect changes in how cases are reported to child agencies and not indicative of a true downturn in cases of child abuse.Researchers from the Yale School of Medicine found that data from child protective services in the U.S. showed a 55 percent decline in verified cases of physical child abuse from 1992 to 2009 in the U.S. However that data didn�t include the number of children who were hospitalized with significant injuries due to child abuse.MORE: The Scars No One Sees: Children Harmed by Psychological Abuse Report FindsBut examining information from the Kids� Inpatient Database a group of pediatric hospital inpatient records revealed a different story. Incidents of serious physical child abuse cases from 1997 to 2009 went up 4.9 percent. Cases included head injuries fractures abdominal injuries burns and fractures.Lead author Dr. John Leventhal said in a news release that the varying numbers demonstrate the difficulty of using one source to get a handle on something like child abuse and the importance of developing useful prevention programs.�These results highlight the challenges of helping parents do better by their children and the importance of effective prevention programs to reduce serious abusive injuries in young children� he said.Leventhal expanded on the reasons behind the discrepancy in a Reuters story: It may be more difficult now for child protective services to verify abuse allegations and parents may be under more stress due to finances causing them to take their stress and anger out on their children.MORE: Parents Get Physical With Their Kids in Public More Often than They May AdmitA study in Pediatrics in July found a parallel rise among home foreclosure rates and reported cases of child abuse and head injuries.Babies Leventhal told Reuters may be especially vulnerable to abuse. In the study the increase in incidence of abuse among children under one year of age went up 10.9 percent.Infants tend to be hospitalized at a much higher rate than older children and I think its because the injuries they sustain are much more serious he said.How can agencies that protect children do a better job of reporting child abuse? Let us know in the comments.Related Stories on TakePart:� Spanking Kids May Cause Mental Disorders in Adulthood� Dad Denies Disney Trip for Daughter Who Battled Leukemia� Child Abuse? 17-Year-Old Drops After Eating Only Chicken Nuggets Since Age 2Jeannine Stein a California native wrote about health for the Los Angeles Times. In her pursuit of a healthy lifestyle she has taken countless fitness classes hiked in Nepal and has gotten in a boxing ring. Email Jeannine | TakePart.com	4	5	5	4	4	5	4	4	5	3	4	2	2	4	4
